FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
il13ra2,IL13RA2,Proteins,0.00033,0.99574,0.00021,0.00068,,2e-04,1e-05,4e-04,7e-05,0.00023,,,0,,,,0.00052,0.00159,2e-05,0.02,NA,0.004,0.1,NA,0.004,0.6,0.1,0.1,0.002,NA,NA,0.8,NA,NA,NA,0.0006,0.9,0.3
il15,IL15,Proteins,0.01116,0.95527,0.00137,0.00737,,0.00054,0.00013,0.00096,0.00049,0.01413,,,0.00493,,,,0.00019,0.00125,0.00222,9e-97,NA,2e-14,2e-57,NA,1e-06,0.02,1e-05,1e-05,6e-138,NA,NA,1e-49,NA,NA,NA,0.1,1,3e-23
il15ra,IL15RA,Proteins,0.01495,0.93213,0.02964,0.00222,,0.00806,0,0.00041,0.0072,0.00044,,,0.00121,,,,7e-05,0.00106,0.00261,4e-127,NA,4e-275,1e-12,NA,2e-80,0.7,0.07,6e-60,8e-06,NA,NA,2e-13,NA,NA,NA,0.7,1,3e-27
il16,IL16,Proteins,0.00628,0.86126,0.02183,0.01161,,0.0773,1e-04,0.00265,0.0053,0.00458,,,0.00697,,,,0.00018,0.00134,0.00061,1e-50,NA,2e-208,2e-109,NA,0,0.02,5e-23,1e-30,1e-51,NA,NA,1e-77,NA,NA,NA,0.1,0.9,3e-08
il17a,IL17A,Proteins,0.00165,0.99144,0.00167,0.0019,,7e-05,0,4e-04,6e-05,0,,,0.00109,,,,6e-05,0.00088,0.00078,2e-05,NA,1e-16,3e-09,NA,0.09,0.9,0.1,0.6,0.7,NA,NA,1e-11,NA,NA,NA,0.8,1,1e-08
il17c,IL17C,Proteins,0.00435,0.93136,0.00272,0.00941,,0.0121,0.00064,0.00313,0.02869,0.00063,,,0.00401,,,,0.00021,0.00128,0.00147,5e-16,NA,3e-25,1e-76,NA,2e-119,8e-08,1e-24,4e-275,1e-07,NA,NA,6e-41,NA,NA,NA,0.09,1,4e-16
il17d,IL17D,Proteins,0.00727,0.80673,0.17173,0.00206,,0,0.00055,0.00048,0.00735,0.00018,,,1e-04,,,,5e-05,0.00127,0.00222,2e-44,NA,0,7e-14,NA,0.9,9e-08,0.01,6e-74,0.002,NA,NA,0.02,NA,NA,NA,0.7,0.9,8e-27
il17f,IL17F,Proteins,0.00098,0.99495,0.00083,0.00038,,0.00085,8e-05,0.00018,0.00017,6e-05,,,0.00034,,,,0.00026,0.00081,0.00011,0.002,NA,9e-09,0.7,NA,2e-09,0.07,0.7,0.02,0.1,NA,NA,0.0002,NA,NA,NA,0.06,1,0.03
il17ra,IL17RA,Proteins,0.00532,0.98754,0.00114,0.00213,,0.00072,0.00027,0.00064,7e-04,3e-05,,,0,,,,6e-05,0.00127,0.00018,2e-34,NA,1e-05,3e-11,NA,2e-08,0.0007,0.004,0.8,0.3,NA,NA,0.7,NA,NA,NA,0.7,1,0.005
il17rb,IL17RB,Proteins,0.02888,0.89506,0.01301,0.0013,,0.03947,5e-05,0.00047,0.01784,6e-05,,,0.00161,,,,6e-05,0.00098,0.0012,2e-234,NA,1e-131,5e-06,NA,0,0.1,0.02,3e-180,0.08,NA,NA,3e-18,NA,NA,NA,0.7,1,7e-14
il18,IL18,Proteins,0.0099,0.89454,0.00449,0.00537,,0.03573,0.00105,0.00194,0.03548,0.00831,,,0.00056,,,,0.00011,0.00142,0.0011,3e-66,NA,3e-43,2e-42,NA,0,2e-12,8e-15,0,4e-87,NA,NA,3e-07,NA,NA,NA,0.4,0.9,5e-13
il18bp,IL18BP,Proteins,0.02618,0.87359,0.0583,0.0042,,0.01733,0.00027,0.00066,0.00746,0.00411,,,0.0017,,,,0.00011,0.0014,0.00469,3e-247,NA,0,1e-32,NA,3e-184,0.0003,0.0007,6e-69,2e-45,NA,NA,8e-20,NA,NA,NA,0.4,0.9,2e-51
il18r1,IL18R1,Proteins,0.01079,0.85714,0.00973,0.00293,,0.11059,0.00069,0.00085,0.00462,0.00014,,,8e-05,,,,5e-05,0.00136,0.00101,3e-66,NA,5e-84,2e-21,NA,0,3e-09,1e-05,3e-28,0.008,NA,NA,0.04,NA,NA,NA,0.8,0.9,1e-12
il18rap,IL18RAP,Proteins,0.00148,0.96802,0.01217,0.00057,,0.00083,1e-05,0.00023,0.01333,0.00077,,,0.00014,,,,2e-05,0.00212,3e-04,5e-07,NA,3e-115,0.2,NA,2e-09,0.5,0.5,3e-126,7e-09,NA,NA,0.01,NA,NA,NA,1,0.4,0.0003
il19,IL19,Proteins,0.01152,0.92813,0.00518,0.00303,,0.00981,0.00143,0.00051,0.02622,0.01047,,,0,,,,4e-05,0.00143,0.00223,5e-35,NA,8e-46,4e-19,NA,5e-97,1e-15,0.02,2e-247,2e-103,NA,NA,0.6,NA,NA,NA,0.9,1,2e-23
il1a,IL1A,Proteins,0.00032,0.99643,8e-05,0.00081,,7e-05,1e-05,0.00088,3e-05,0,,,0,,,,4e-05,0.00133,0,0.1,NA,0.08,0.03,NA,0.08,0.5,0.0001,0.3,0.9,NA,NA,0.7,NA,NA,NA,0.9,1,0.9
il1b,IL1B,Proteins,0.00146,0.94992,0.00027,0.02493,,0.00737,0,0.00545,0.00104,0.0016,,,0.00633,,,,4e-05,0.00144,0.00015,7e-09,NA,0.001,6e-216,NA,6e-72,0.8,8e-45,3e-11,5e-17,NA,NA,4e-62,NA,NA,NA,0.9,1,0.01
il1r1,IL1R1,Proteins,0.00495,0.96327,0.00847,0.00184,,0.00417,2e-05,0.00153,0.00891,0.00033,,,0.00411,,,,2e-05,0.00117,0.00122,1e-23,NA,3e-80,2e-09,NA,7e-42,0.4,4e-10,2e-84,0.0001,NA,NA,2e-41,NA,NA,NA,1,1,2e-13
il1r2,IL1R2,Proteins,0.00172,0.93858,0.00856,0.0012,,0.01394,0.00075,0.00082,0.03154,0.00075,,,0.00046,,,,9e-05,0.0013,3e-04,2e-10,NA,2e-09,6e-05,NA,4e-138,6e-09,0.0001,9e-233,6e-09,NA,NA,5e-06,NA,NA,NA,0.5,1,0.0002
il1rap,IL1RAP,Proteins,0.02515,0.87878,0.00128,0.00244,,0.04267,0.00115,0.00068,0.04472,0.00152,,,0,,,,9e-05,0.00138,0.00014,7e-217,NA,0.01,6e-16,NA,0,7e-14,0.0005,0,1e-17,NA,NA,1,NA,NA,NA,0.5,1,0.01
il1rl1,IL1RL1,Proteins,0.00608,0.83759,0.00621,0.00115,,0.00403,0.00078,0.00101,0.14014,0,,,0,,,,0.00013,0.00111,0.00178,9e-52,NA,1e-43,1e-05,NA,1e-46,3e-10,3e-07,0,0.9,NA,NA,0.9,NA,NA,NA,0.3,1,1e-21
il1rl2,IL1RL2,Proteins,0.00558,0.88896,0.01873,0.00238,,0.005,0.00056,0.00036,0.06355,0.01325,,,0.00041,,,,0.00013,0.00105,3e-05,2e-18,NA,2e-163,9e-15,NA,5e-53,3e-07,0.1,0,1e-136,NA,NA,1e-05,NA,NA,NA,0.3,1,0.3
il1rn,IL1RN,Proteins,0.00682,0.72832,0.00751,0.00775,,0.23066,0.00073,0.00283,0.00894,0.0019,,,0.00034,,,,0.00013,0.00177,0.0023,3e-58,NA,5e-96,1e-82,NA,0,8e-11,1e-29,7e-114,7e-26,NA,NA,9e-06,NA,NA,NA,0.2,0.08,6e-31
il2,IL2,Proteins,0.00033,0.99679,7e-05,0.00086,,0,1e-05,0.00032,3e-05,0,,,4e-05,,,,6e-05,0.00139,9e-05,0.1,NA,0.2,0.01,NA,0.7,0.4,0.3,0.7,1,NA,NA,0.2,NA,NA,NA,0.8,1,0.05
il20,IL20,Proteins,6e-04,0.99019,0.00162,0.00046,,0.00157,0,3e-04,0.00323,0.00043,,,9e-05,,,,0.00017,0.00124,9e-05,0.04,NA,2e-15,0.5,NA,4e-16,0.9,0.3,2e-30,2e-05,NA,NA,0.05,NA,NA,NA,0.2,1,0.05
il20ra,IL20RA,Proteins,0.00064,0.99645,0.00021,0.00056,,3e-05,0,0.00014,0.00017,0.00019,,,3e-05,,,,0.00019,0.00127,0.00012,0.02,NA,0.003,0.3,NA,0.3,0.9,0.9,0.008,0.004,NA,NA,0.3,NA,NA,NA,0.1,1,0.02
il20rb,IL20RB,Proteins,0.00092,0.99528,0.00012,0.00041,,0.00031,1e-05,0.00014,2e-05,0.00075,,,7e-04,,,,6e-05,0.00101,0.00028,0.01,NA,0.02,0.6,NA,0.0003,0.6,0.9,0.4,2e-08,NA,NA,6e-08,NA,NA,NA,0.8,1,0.0006
il21r,IL21R,Proteins,0.00044,0.99625,0.00061,0.00072,,2e-05,2e-05,0.00032,0.00028,0.00023,,,2e-05,,,,6e-05,0.00091,0.00012,0.04,NA,4e-07,0.07,NA,0.4,0.3,0.3,0.0007,0.002,NA,NA,0.3,NA,NA,NA,0.8,1,0.03
il22,IL22,Proteins,0.01153,0.88376,0.00345,0.00421,,0.0074,4e-04,0.00056,0.06259,0.02329,,,0.00014,,,,5e-05,0.00126,0.00137,3e-90,NA,2e-23,2e-32,NA,1e-79,1e-05,0.004,0,2e-244,NA,NA,0.009,NA,NA,NA,0.8,0.9,3e-16
il22ra1,IL22RA1,Proteins,0.00196,0.97555,0.00687,0.00059,,0,0.00023,0.00063,0.01056,0.00016,,,0.00207,,,,9e-05,0.00124,4e-05,2e-08,NA,5e-42,0.2,NA,0.8,0.002,0.005,2e-76,0.008,NA,NA,5e-21,NA,NA,NA,0.5,1,0.2
il24,IL24,Proteins,0.00097,0.99616,9e-05,0.00098,,2e-05,1e-05,0.00034,9e-05,5e-05,,,0,,,,7e-05,0.00118,3e-05,0.0003,NA,0.4,0.003,NA,0.4,0.5,0.2,0.4,0.2,NA,NA,0.8,NA,NA,NA,0.7,1,0.2
il25,IL25,Proteins,0.00043,0.99718,2e-05,5e-04,,2e-05,0,0.00036,7e-05,9e-05,,,5e-05,,,,9e-05,0.00114,6e-05,0.05,NA,0.5,0.4,NA,0.4,0.9,0.2,0.1,0.05,NA,NA,0.1,NA,NA,NA,0.6,1,0.1
il2ra,IL2RA,Proteins,0.0255,0.9111,0.01431,0.00334,,0.0224,0.00055,0.00087,0.00243,0.01366,,,0.00028,,,,9e-05,0.00138,0.00409,2e-186,NA,1e-144,1e-22,NA,1e-224,4e-07,3e-05,5e-26,2e-138,NA,NA,0.0003,NA,NA,NA,0.6,1,7e-43
il2rb,IL2RB,Proteins,0.00393,0.98909,0.00026,0.00068,,0.00012,1e-04,0.00037,0.00182,0.00265,,,2e-05,,,,1e-04,0.00086,1e-05,1e-30,NA,0.002,0.09,NA,0.03,0.04,0.2,4e-18,3e-26,NA,NA,0.4,NA,NA,NA,0.5,1,0.6
il2rg,IL2RG,Proteins,0.00326,0.98193,0.00185,0.00058,,9e-04,3e-05,0.00036,0.0087,0.00026,,,0,,,,0.00029,0.00133,0.00049,8e-28,NA,1e-10,0.2,NA,4e-10,0.2,0.1,1e-75,0.0008,NA,NA,0.7,NA,NA,NA,0.03,1,4e-06
il3,IL3,Proteins,0.00052,0.99715,4e-05,0.00062,,1e-05,1e-05,0.00031,0,0,,,2e-05,,,,7e-05,0.00116,8e-05,0.01,NA,0.2,0.2,NA,0.4,0.5,0.3,0.7,0.7,NA,NA,0.4,NA,NA,NA,0.7,1,0.07
il31,IL31,Proteins,0.00137,0.99452,0.00063,0.00054,,0.00013,0,0.00016,0.00108,7e-05,,,1e-05,,,,2e-05,0.0013,0.00019,2e-07,NA,4e-06,0.3,NA,0.02,0.7,0.8,2e-10,0.1,NA,NA,0.6,NA,NA,NA,1,1,0.005
il31ra,IL31RA,Proteins,0.01663,0.95624,0.01056,0.0025,,1e-05,0.00015,0.00215,0.00986,0.00029,,,0.00048,,,,3e-05,0.00107,3e-05,9e-149,NA,3e-09,4e-14,NA,0.6,0.01,4e-15,0.03,0.0004,NA,NA,5e-06,NA,NA,NA,0.9,1,0.3
il32,IL32,Proteins,0.00387,0.91412,0.04202,0.00179,,0.01109,6e-05,0.00062,0.02217,0.00133,,,0,,,,3e-05,0.0011,0.00181,2e-23,NA,0,1e-09,NA,1e-113,0.1,0.002,6e-199,3e-15,NA,NA,0.9,NA,NA,NA,0.9,1,5e-20
il33,IL33,Proteins,6e-04,0.99258,0.00212,0.00058,,0.00027,0,8e-04,9e-05,0.00087,,,0.00018,,,,6e-05,0.00141,0.00045,0.0003,NA,4e-21,0.2,NA,0.0007,0.6,0.0004,0.06,1e-09,NA,NA,0.007,NA,NA,NA,0.8,1,1e-05
il34,IL34,Proteins,0.00103,0.99141,0.00138,0.00052,,0.00143,1e-04,0.00013,0.00036,0.00242,,,5e-05,,,,5e-05,0.00109,3e-05,1e-05,NA,5e-12,0.3,NA,9e-15,0.04,0.9,0.02,8e-24,NA,NA,0.1,NA,NA,NA,0.8,1,0.3
il36a,IL36A,Proteins,0.00059,0.99594,0.00056,0.00041,,2e-05,0,0.00031,6e-04,7e-05,,,1e-05,,,,4e-05,0.00144,1e-05,0.01,NA,2e-06,0.6,NA,0.4,1,0.3,7e-07,0.08,NA,NA,0.6,NA,NA,NA,0.9,1,0.5
il36g,IL36G,Proteins,0.00406,0.96107,0.00177,0.00166,,0.0106,0,0.00088,0.01787,0.00059,,,3e-05,,,,8e-05,0.00125,0.00014,2e-32,NA,7e-17,1e-07,NA,4e-101,1,8e-05,5e-167,5e-07,NA,NA,0.3,NA,NA,NA,0.6,1,0.01
il3ra,IL3RA,Proteins,0.00579,0.91124,0.00027,0.00117,,0.00169,0.00017,0.00041,0.07371,0.00315,,,0.00017,,,,2e-05,0.00158,0.00062,1e-18,NA,0.4,6e-05,NA,1e-18,0.005,0.07,0,3e-33,NA,NA,0.005,NA,NA,NA,1,0.8,9e-08
il4,IL4,Proteins,0.00109,0.99539,0,0.00111,,1e-05,9e-05,6e-04,9e-05,0,,,1e-04,,,,4e-05,0.00142,4e-05,2e-08,NA,0.7,0.0006,NA,0.5,0.05,0.008,0.05,0.9,NA,NA,0.04,NA,NA,NA,0.9,1,0.2
il4r,IL4R,Proteins,0.00584,0.93888,0.02381,0.00644,,0.00439,0.00025,0.00334,0.00617,0.00437,,,0.0028,,,,0.00011,0.00121,0.0024,8e-30,NA,2e-230,6e-50,NA,4e-45,0.0007,9e-27,5e-59,6e-45,NA,NA,2e-29,NA,NA,NA,0.4,1,2e-25
il5,IL5,Proteins,0.00037,0.98826,0.00373,0.00074,,0,1e-05,2e-04,0.00506,0.00023,,,0,,,,1e-04,0.00129,1e-05,0.1,NA,2e-34,0.05,NA,1,0.6,0.7,1e-46,0.002,NA,NA,1,NA,NA,NA,0.5,1,0.5
il5ra,IL5RA,Proteins,0.02847,0.9357,0.01755,0.00403,,0.00354,0.00031,0.00023,0.00785,0.00014,,,2e-05,,,,5e-05,0.00133,0.00077,2e-178,NA,1e-122,2e-28,NA,8e-37,0.0002,0.5,3e-27,0.01,NA,NA,0.3,NA,NA,NA,0.8,1,3e-09
il6,IL6,Proteins,0.00575,0.77484,0.04266,0.00633,,0.13414,0.00408,0.00084,8e-04,0.0081,,,0.01599,,,,0.00018,0.00229,0.00402,3e-34,NA,0,3e-61,NA,0,2e-50,3e-06,5e-07,4e-98,NA,NA,7e-191,NA,NA,NA,0.07,0.01,1e-49
il6r,IL6R,Proteins,0.03311,0.94431,0.00582,0.00254,,0.00657,2e-05,0.00036,0.00503,6e-05,,,0.00019,,,,0.00015,0.00138,0.00045,1e-298,NA,4e-30,5e-15,NA,2e-65,0.4,0.1,2e-22,0.1,NA,NA,0.004,NA,NA,NA,0.2,1,7e-06
il6st,IL6ST,Proteins,0.00502,0.94445,0.03173,0.00211,,0.00324,0.00018,0.00116,0.00928,0.00034,,,0.00036,,,,6e-05,0.00106,0.00102,1e-23,NA,4e-233,1e-11,NA,2e-33,0.004,2e-07,5e-16,9e-05,NA,NA,5e-05,NA,NA,NA,0.8,1,1e-11
il7,IL7,Proteins,0.00415,0.96667,0.00063,0.01253,,0.00381,7e-05,0.0026,0.00021,0.00045,,,0.00685,,,,7e-05,0.00188,8e-05,4e-25,NA,1e-06,2e-103,NA,3e-38,0.07,3e-19,0.02,8e-06,NA,NA,3e-67,NA,NA,NA,0.7,0.5,0.06
il7r,IL7R,Proteins,0.00597,0.93298,0.00176,0.00126,,0.01988,9e-05,0.00036,0.00561,0.02959,,,0.00082,,,,1e-04,0.00151,6e-05,4e-40,NA,4e-09,2e-05,NA,1e-197,0.04,0.1,1e-47,1e-291,NA,NA,9e-10,NA,NA,NA,0.4,0.9,0.1
il9,IL9,Proteins,0.00051,0.99714,9e-05,5e-04,,2e-05,1e-05,9e-05,6e-05,0.00019,,,1e-05,,,,2e-05,0.00135,2e-05,0.03,NA,0.2,0.4,NA,0.3,0.5,1,0.4,0.004,NA,NA,0.6,NA,NA,NA,1,1,0.4
ilkap,ILKAP,Proteins,0.00166,0.9622,0.00059,0.02271,,0.00482,8e-05,0.00244,0.00132,0.00166,,,0.00083,,,,9e-05,0.00158,0,3e-08,NA,0.9,3e-193,NA,3e-47,0.06,1e-17,2e-08,3e-17,NA,NA,2e-09,NA,NA,NA,0.6,0.9,0.9
immt,IMMT,Proteins,0.0035,0.88712,0.01799,0.00432,,0.04996,0.00207,0.00155,0.0252,0.00434,,,0.00011,,,,3e-05,0.0015,0.00232,9e-22,NA,1e-173,3e-33,NA,0,2e-23,2e-11,1e-247,2e-47,NA,NA,0.02,NA,NA,NA,0.9,0.7,4e-26
impa1,IMPA1,Proteins,0.00161,0.96313,0.001,0.02367,,5e-04,3e-05,0.00281,0.00083,0,,,0.00418,,,,0.00014,0.00205,4e-05,3e-07,NA,0.001,3e-205,NA,3e-06,0.2,3e-21,0.08,0.7,NA,NA,8e-42,NA,NA,NA,0.3,0.4,0.2
impact,IMPACT,Proteins,0.00245,0.91038,0.00269,0.05608,,0.00852,9e-05,0.00565,0.00624,0.00059,,,0.00475,,,,0.00019,0.00231,6e-05,1e-09,NA,5e-16,0,NA,5e-89,0.04,1e-50,1e-52,1e-07,NA,NA,1e-50,NA,NA,NA,0.1,0.02,0.08
impg1,IMPG1,Proteins,0.00094,0.99462,0.00038,0.00117,,0.00027,8e-05,0.00027,0.00074,0.00051,,,3e-05,,,,4e-05,0.00086,9e-05,4e-06,NA,0.0003,0.0003,NA,0.0008,0.06,0.4,1e-07,4e-06,NA,NA,0.3,NA,NA,NA,0.9,1,0.05
ing1,ING1,Proteins,0.0013,0.9714,0.00037,0.01359,,0.00594,3e-05,0.00221,0.00272,0.00112,,,1e-05,,,,6e-05,0.00114,1e-04,0.001,NA,0.7,9e-110,NA,3e-57,0.2,2e-15,1e-23,4e-12,NA,NA,0.6,NA,NA,NA,0.8,1,0.04
inhbb,INHBB,Proteins,0.0108,0.84757,0.03044,0.00232,,0.04953,0.00122,0.00048,0.02158,0.00659,,,0.02417,,,,6e-05,0.00152,0.00371,1e-73,NA,1e-323,2e-15,NA,0,9e-15,0.01,4e-231,1e-72,NA,NA,9e-259,NA,NA,NA,0.7,0.6,8e-42
inhbc,INHBC,Proteins,0.01436,0.79521,0.01575,0.0027,,0.16571,8e-05,0.00062,0.00119,0.00157,,,8e-05,,,,2e-05,0.00183,0.00088,7e-76,NA,2e-179,7e-21,NA,0,0.04,0.0004,9e-11,4e-20,NA,NA,0.04,NA,NA,NA,1,0.2,6e-12
inpp1,INPP1,Proteins,0.01108,0.94723,0.00353,0.02088,,0.00219,0.00016,0.00282,0.00452,0.00093,,,0.00429,,,,3e-05,0.00231,4e-05,2e-98,NA,6e-19,1e-183,NA,4e-23,0.007,1e-21,1e-28,1e-10,NA,NA,1e-43,NA,NA,NA,0.9,0.2,0.2
inpp5d,INPP5D,Proteins,0.00224,0.87724,0.00101,0.06345,,0.0189,0,0.01368,0.01508,0.00549,,,5e-05,,,,8e-05,0.00277,0,5e-09,NA,0.03,0,NA,4e-196,0.8,7e-132,5e-148,8e-59,NA,NA,0.1,NA,NA,NA,0.6,0.0008,0.9
inpp5j,INPP5J,Proteins,0.00326,0.949,0.00135,0.00833,,0.00033,3e-05,0.00206,0.03342,0.00022,,,0.00071,,,,4e-05,0.00125,2e-05,1e-21,NA,1e-11,2e-67,NA,0.0001,0.3,4e-15,2e-322,0.002,NA,NA,1e-08,NA,NA,NA,0.9,1,0.4
inppl1,INPPL1,Proteins,0.00207,0.91756,0.00076,0.05654,,0.00436,0.00024,0.01033,0.00185,0.00045,,,0.00272,,,,8e-05,0.00301,3e-05,1e-09,NA,0.0009,0,NA,9e-46,0.0008,4e-95,5e-15,5e-06,NA,NA,3e-29,NA,NA,NA,0.6,0.001,0.3
insl3,INSL3,Proteins,0.0025,0.3471,0.00452,0.00076,,0.00122,0.00118,0.00121,0.60876,0.00455,,,0,,,,0.001,0.02716,4e-05,1e-21,NA,1e-80,2e-11,NA,1e-34,1e-33,2e-26,0,1e-123,NA,NA,0.5,NA,NA,NA,5e-25,0,0.02
insl4,INSL4,Proteins,0.00314,0.97047,0.00365,0.00069,,0.00495,0.00047,0.00047,0.01268,0.00018,,,0.00084,,,,4e-05,0.00113,0.00128,3e-16,NA,2e-36,0.06,NA,2e-49,5e-06,0.04,1e-122,0.004,NA,NA,1e-09,NA,NA,NA,0.9,1,5e-14
insl5,INSL5,Proteins,0.01608,0.86541,0.00674,0.00217,,0.03157,1e-05,0.00035,0.06579,0.00243,,,0.00702,,,,0.00036,0.00157,5e-04,6e-148,NA,8e-71,6e-14,NA,0,0.5,0.09,0,6e-28,NA,NA,3e-77,NA,NA,NA,0.003,0.5,6e-07
insr,INSR,Proteins,0.00559,0.98479,0.00404,0.00119,,0.00044,0,0.00036,0.00203,0.00024,,,5e-05,,,,5e-05,0.00073,0.00049,6e-47,NA,8e-32,0.0002,NA,2e-05,1,0.2,4e-13,0.001,NA,NA,0.1,NA,NA,NA,0.8,1,6e-06
ipcef1,IPCEF1,Proteins,0.00269,0.93967,0.00123,0.02613,,0.01422,6e-05,0.00383,0.00791,0.00198,,,0.00039,,,,7e-05,0.00182,0,2e-09,NA,0.001,2e-233,NA,4e-140,0.1,5e-31,3e-69,4e-21,NA,NA,3e-05,NA,NA,NA,0.7,0.7,0.8
iqgap2,IQGAP2,Proteins,0.00123,0.93639,0.00216,0.03254,,0.01568,0,0.00528,0.00406,0.00021,,,0.00019,,,,0.00021,0.00196,1e-04,9e-06,NA,3e-11,4e-296,NA,1e-155,0.9,5e-45,4e-30,0.002,NA,NA,0.004,NA,NA,NA,0.09,0.6,0.03
irag2,IRAG2,Proteins,0.00089,0.93008,0.00058,0.04853,,0.00113,0.00019,0.01476,0.00043,4e-05,,,0.00013,,,,0.00016,0.00306,1e-05,0.0001,NA,0.0003,0,NA,1e-12,0.004,5e-134,0.01,0.2,NA,NA,0.01,NA,NA,NA,0.2,0.0003,0.6
irak1,IRAK1,Proteins,0.00171,0.92465,0.00083,0.05132,,0.00555,5e-05,0.00772,0.00306,0.00028,,,0.00223,,,,0.00011,0.00249,1e-05,6e-09,NA,0.04,0,NA,2e-56,0.1,6e-68,1e-24,0.0004,NA,NA,1e-23,NA,NA,NA,0.4,0.02,0.4
irak4,IRAK4,Proteins,0.00339,0.95138,0.00062,0.02902,,0.00503,6e-05,0.00224,0.00075,0.00015,,,0.00443,,,,0.00037,0.0025,5e-05,4e-22,NA,1,7e-259,NA,1e-50,0.09,2e-16,0.02,0.009,NA,NA,7e-45,NA,NA,NA,0.005,0.02,0.1
islr2,ISLR2,Proteins,0.00995,0.96483,0.00316,0.00165,,0.00608,0.00021,0.00015,0.00358,0.00822,,,0.00061,,,,0.00021,0.00132,2e-05,1e-50,NA,5e-06,1e-07,NA,1e-58,0.002,0.8,4e-10,1e-78,NA,NA,3e-07,NA,NA,NA,0.1,1,0.4
ism1,ISM1,Proteins,0.00589,0.89521,0.02838,0.00235,,0.03441,0.00019,0.00064,0.02296,4e-04,,,0.00772,,,,7e-05,0.00122,0.00058,4e-27,NA,8e-271,1e-14,NA,0,0.003,0.001,3e-216,1e-05,NA,NA,2e-81,NA,NA,NA,0.6,1,2e-07
ism2,ISM2,Proteins,0.00036,0.99716,0,0.00062,,0,1e-05,0.00027,2e-05,0,,,4e-05,,,,5e-05,0.00139,8e-05,0.03,NA,0.8,0.1,NA,0.9,0.4,0.4,0.4,1,NA,NA,0.2,NA,NA,NA,0.8,1,0.06
ist1,IST1,Proteins,0.00243,0.95566,0.00119,0.02442,,0.00388,3e-05,0.00285,0.00146,2e-04,,,0.00541,,,,2e-05,0.00239,7e-05,4e-09,NA,0.04,7e-215,NA,2e-39,0.3,8e-22,5e-05,0.003,NA,NA,3e-54,NA,NA,NA,1,0.02,0.07
itga11,ITGA11,Proteins,0.00387,0.91101,0.01563,0.00492,,0.03707,0.00171,0.00237,0.01469,0.00549,,,0.00093,,,,5e-05,0.00163,0.00063,4e-16,NA,2e-59,2e-37,NA,0,4e-19,1e-18,5e-50,2e-57,NA,NA,4e-11,NA,NA,NA,0.8,0.7,6e-08
itga2,ITGA2,Proteins,0.00461,0.90714,0.01286,0.00403,,0.00773,0.00139,0.00072,0.05404,0.00552,,,0.00026,,,,0.00011,0.00152,7e-05,7e-13,NA,2e-94,6e-29,NA,2e-79,1e-15,0.0005,0,2e-57,NA,NA,0.0005,NA,NA,NA,0.4,0.8,0.07
itga5,ITGA5,Proteins,0.00472,0.83993,0.0349,0.00422,,0.10157,0.00076,0.00083,0.00887,0.00029,,,0.00039,,,,0.00017,0.00143,0.00192,2e-31,NA,9e-314,2e-34,NA,0,5e-10,2e-05,2e-31,0.0001,NA,NA,8e-06,NA,NA,NA,0.1,0.9,6e-23
itga6,ITGA6,Proteins,0.00317,0.97254,0.00275,0.01043,,0.00016,0.00074,0.00206,0.00103,0.00044,,,0.00504,,,,0.00011,0.00133,0.00019,2e-19,NA,5e-20,1e-83,NA,0.009,1e-08,2e-14,0.003,1e-05,NA,NA,1e-49,NA,NA,NA,0.4,1,0.004
itgal,ITGAL,Proteins,0.00307,0.93792,0.01458,0.00917,,0.02154,0.00032,0.00403,0.00703,0.00011,,,2e-05,,,,7e-05,0.00152,0.00062,1e-12,NA,6e-129,1e-73,NA,7e-208,0.0002,2e-32,1e-56,0.03,NA,NA,0.4,NA,NA,NA,0.7,0.8,1e-07
itgam,ITGAM,Proteins,0.02027,0.91781,0.00582,0.00757,,5e-04,0.00023,0.00438,0.02516,0.01629,,,0.00021,,,,0.00014,0.00154,8e-05,1e-193,NA,8e-48,3e-62,NA,1e-06,0.001,2e-37,2e-240,3e-165,NA,NA,0.002,NA,NA,NA,0.3,0.9,0.06
itgav,ITGAV,Proteins,0.00717,0.85761,0.07425,0.00345,,0.02773,0.00094,0.00083,0.0205,0.00548,,,0.00017,,,,2e-05,0.00156,0.00029,3e-21,NA,0,2e-26,NA,5e-300,6e-12,2e-05,2e-146,1e-61,NA,NA,0.003,NA,NA,NA,1,0.8,0.0001
itgax,ITGAX,Proteins,0.00047,0.99607,0.00025,0.00045,,0.00011,0,0.00034,0.00051,2e-05,,,8e-05,,,,1e-04,0.00126,0.00032,0.02,NA,0.001,0.5,NA,0.03,0.9,0.2,4e-06,0.3,NA,NA,0.06,NA,NA,NA,0.5,1,0.0002
