FID,Name,Type,r2_Residuals,r2_PCs,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
lrrn1,LRRN1,Proteins,0.9352,0.0084,0.008,0.003,,0.011,3e-04,6e-04,0.0184,0.0105,,,7e-04,,,,0,0.0017,0.0022,1e-71,NA,6e-59,1e-18,NA,2e-108,0.0006,0.002,2e-159,7e-104,NA,NA,5e-08,NA,NA,NA,0.9,0.7,1e-23
lrtm1,LRTM1,Proteins,0.995,7e-04,8e-04,8e-04,,4e-04,0,3e-04,6e-04,1e-04,,,0,,,,2e-04,0.0011,0,0.001,NA,5e-08,0.04,NA,2e-05,0.2,0.5,2e-06,0.1,NA,NA,0.5,NA,NA,NA,0.2,1,0.5
lrtm2,LRTM2,Proteins,0.8495,0.0028,0.0017,0.0045,,0.0773,0,0.0012,0.0468,0.0149,,,1e-04,,,,0,0.0011,1e-04,1e-14,NA,2e-06,3e-37,NA,0,0.2,9e-09,0,5e-165,NA,NA,0.03,NA,NA,NA,0.9,1,0.07
lsm1,LSM1,Proteins,0.9874,0.0015,3e-04,0.0071,,0,3e-04,5e-04,3e-04,1e-04,,,0.001,,,,1e-04,0.0014,0,8e-10,NA,0.001,2e-51,NA,0.7,0.0005,0.03,0.0003,0.03,NA,NA,1e-10,NA,NA,NA,0.5,1,0.5
lsm8,LSM8,Proteins,0.9867,5e-04,0.0023,7e-04,,0,3e-04,4e-04,0.0032,0.0047,,,0,,,,1e-04,9e-04,1e-04,0.03,NA,2e-23,0.05,NA,0.3,0.0004,0.2,2e-31,8e-46,NA,NA,0.8,NA,NA,NA,0.4,1,0.04
lsp1,LSP1,Proteins,0.8537,0.0016,0.0088,0.0451,,0.0474,3e-04,0.0057,0.0106,0.0067,,,0.0172,,,,1e-04,0.0021,8e-04,2e-12,NA,6e-88,0,NA,0,8e-05,8e-54,7e-108,2e-74,NA,NA,3e-187,NA,NA,NA,0.4,0.05,8e-10
lta,LTA,Proteins,0.931,0.002,0.0033,0.0018,,0.0092,8e-04,5e-04,0.0443,0.0049,,,0.0011,,,,0,8e-04,4e-04,7e-09,NA,6e-34,1e-09,NA,1e-92,4e-09,0.01,0,3e-50,NA,NA,2e-12,NA,NA,NA,0.9,1,4e-05
lta4h,LTA4H,Proteins,0.906,0.0023,0.0219,0.016,,0.0038,0.0016,0.0132,0.0032,0.0272,,,1e-04,,,,0,0.0033,0.0013,4e-17,NA,5e-214,6e-147,NA,5e-41,9e-18,7e-127,6e-23,3e-279,NA,NA,0.02,NA,NA,NA,1,3e-05,3e-15
ltb,LTB,Proteins,0.9697,0.0025,0.002,7e-04,,0.0043,2e-04,3e-04,0.0188,5e-04,,,2e-04,,,,0,8e-04,0,3e-16,NA,4e-18,0.03,NA,6e-43,0.007,0.3,6e-178,7e-06,NA,NA,0.001,NA,NA,NA,0.9,1,0.4
ltbp2,LTBP2,Proteins,0.6779,0.0078,0.2721,0.0018,,0.0104,2e-04,4e-04,0.009,0.0015,,,0.0063,,,,0,0.0013,0.0112,3e-27,NA,0,1e-14,NA,3e-144,0.0008,0.003,2e-124,3e-22,NA,NA,4e-89,NA,NA,NA,0.8,0.7,8e-156
ltbp3,LTBP3,Proteins,0.8747,0.0073,0.0194,0.0026,,0.0549,8e-04,9e-04,0.0284,0.0048,,,0.0033,,,,1e-04,0.0017,0.0011,1e-31,NA,5e-180,1e-16,NA,0,4e-10,8e-06,8e-272,7e-52,NA,NA,2e-35,NA,NA,NA,0.5,0.7,4e-13
ltbr,LTBR,Proteins,0.9033,0.0266,0.0264,0.0025,,0.0236,2e-04,0.001,0.004,0.0011,,,0.0068,,,,0,0.0013,0.0032,5e-242,NA,1e-263,9e-16,NA,4e-239,0.007,2e-06,2e-39,4e-13,NA,NA,9e-71,NA,NA,NA,0.9,1,3e-34
lto1,LTO1,Proteins,0.996,8e-04,0,5e-04,,7e-04,0,2e-04,3e-04,0,,,0,,,,1e-04,0.0013,0,0.0002,NA,0.8,0.4,NA,1e-07,0.3,0.5,0.0004,0.2,NA,NA,0.8,NA,NA,NA,0.6,1,0.4
luzp2,LUZP2,Proteins,0.9343,0.0024,0.0102,0.0049,,0.0101,4e-04,7e-04,0.0293,0.005,,,6e-04,,,,1e-04,0.0012,8e-04,5e-13,NA,2e-85,2e-36,NA,3e-102,6e-05,0.0007,7e-273,4e-52,NA,NA,5e-08,NA,NA,NA,0.6,1,8e-10
lxn,LXN,Proteins,0.9424,0.0012,0.0011,0.0315,,2e-04,6e-04,0.0032,0.0171,1e-04,,,3e-04,,,,8e-04,0.0015,1e-04,8e-05,NA,2e-09,3e-281,NA,0.002,3e-07,7e-25,5e-164,0.09,NA,NA,0.0001,NA,NA,NA,4e-07,1,0.07
ly6d,LY6D,Proteins,0.9189,0.0054,0.0361,0.0035,,0.0167,0.0031,0.0093,0.0017,2e-04,,,6e-04,,,,2e-04,0.0016,0.0026,6e-25,NA,0,5e-24,NA,8e-168,5e-33,9e-85,1e-15,0.005,NA,NA,4e-07,NA,NA,NA,0.09,0.7,9e-28
ly75,LY75,Proteins,0.9566,0.0243,0.006,0.0032,,9e-04,5e-04,4e-04,0.0028,0.0027,,,7e-04,,,,1e-04,0.0017,2e-04,8e-161,NA,1e-33,3e-20,NA,4e-10,1e-06,0.1,0.04,6e-28,NA,NA,1e-08,NA,NA,NA,0.5,0.7,0.001
ly9,LY9,Proteins,0.9646,0.0018,0.0091,0.0023,,0.0095,2e-04,3e-04,0.0065,0.003,,,0,,,,1e-04,0.0012,0.0013,1e-05,NA,4e-86,5e-13,NA,5e-92,0.005,0.3,1e-61,3e-30,NA,NA,0.9,NA,NA,NA,0.3,1,2e-14
ly96,LY96,Proteins,0.928,0.0044,0.016,0.0016,,0.0259,7e-04,5e-04,0.0183,4e-04,,,3e-04,,,,0,0.0017,0.0021,5e-15,NA,7e-146,5e-08,NA,2e-255,7e-09,0.02,4e-168,4e-05,NA,NA,0.0002,NA,NA,NA,1,0.8,3e-22
lyar,LYAR,Proteins,0.9703,9e-04,0.0014,0.0188,,0.0021,0,0.0019,8e-04,1e-04,,,0.0018,,,,1e-04,0.0017,0,0.0001,NA,3e-11,1e-156,NA,9e-22,0.9,3e-13,6e-06,0.08,NA,NA,6e-19,NA,NA,NA,0.5,0.9,0.2
lyn,LYN,Proteins,0.9505,0.0027,0.0014,0.0288,,0.0065,2e-04,0.0025,0.0032,1e-04,,,0.0014,,,,1e-04,0.0024,0,1e-10,NA,0.4,2e-256,NA,5e-65,0.005,3e-19,5e-20,0.02,NA,NA,1e-15,NA,NA,NA,0.3,0.1,0.6
lypd1,LYPD1,Proteins,0.9945,0.0022,0.0011,4e-04,,0,1e-04,1e-04,1e-04,2e-04,,,1e-04,,,,2e-04,0.001,0,1e-14,NA,2e-11,0.6,NA,0.2,0.01,1,0.3,0.008,NA,NA,0.1,NA,NA,NA,0.2,1,0.2
lypd3,LYPD3,Proteins,0.9638,0.0076,0.014,0.0015,,0.005,2e-04,5e-04,0.0052,6e-04,,,3e-04,,,,1e-04,0.0012,0,4e-30,NA,1e-121,1e-06,NA,1e-49,0.002,0.02,2e-38,5e-07,NA,NA,0.0001,NA,NA,NA,0.7,1,0.2
lypd8,LYPD8,Proteins,0.9727,0.0152,0.005,0.0019,,0.0026,1e-04,3e-04,3e-04,1e-04,,,2e-04,,,,1e-04,0.0011,4e-04,2e-136,NA,1e-45,4e-09,NA,3e-26,0.02,0.4,0.3,0.1,NA,NA,0.002,NA,NA,NA,0.4,1,2e-05
lypla2,LYPLA2,Proteins,0.9954,3e-04,0.0011,7e-04,,1e-04,0,5e-04,3e-04,2e-04,,,0,,,,1e-04,0.0012,0,0.05,NA,5e-10,0.08,NA,0.02,0.4,0.03,0.005,0.01,NA,NA,0.8,NA,NA,NA,0.6,1,0.9
lysmd3,LYSMD3,Proteins,0.9753,0.0045,0.0024,0.0116,,5e-04,3e-04,0.0018,0.0022,1e-04,,,4e-04,,,,1e-04,0.001,0,1e-35,NA,1e-23,5e-92,NA,5e-06,0.0003,9e-12,7e-22,0.05,NA,NA,3e-05,NA,NA,NA,0.7,1,0.3
lyve1,LYVE1,Proteins,0.9443,0.0053,6e-04,0.0021,,0.0069,0,0.0013,0.0336,0.0043,,,3e-04,,,,2e-04,0.0012,0,9e-28,NA,1e-07,7e-12,NA,9e-70,1,2e-08,0,3e-44,NA,NA,0.0007,NA,NA,NA,0.09,1,0.2
lyzl2,LYZL2,Proteins,0.8098,0.0031,6e-04,0.0013,,9e-04,0,7e-04,0.181,0.001,,,3e-04,,,,0,0.0014,0,1e-19,NA,4e-07,1e-06,NA,4e-12,0.4,0.0004,0,4e-13,NA,NA,0.0002,NA,NA,NA,0.9,0.7,0.7
lztfl1,LZTFL1,Proteins,0.9566,0.0021,0.0015,0.0233,,0.0055,1e-04,0.0027,0.0017,0,,,0.0042,,,,0,0.0022,1e-04,1e-05,NA,0.1,4e-201,NA,2e-54,0.02,1e-20,0.0005,0.6,NA,NA,9e-42,NA,NA,NA,1,0.1,0.03
m6pr,M6PR,Proteins,0.9927,8e-04,1e-04,0.0017,,0.0016,0,4e-04,1e-04,0,,,6e-04,,,,1e-04,0.0018,2e-04,0.0009,NA,0.2,1e-07,NA,3e-16,0.7,0.2,0.2,0.5,NA,NA,7e-07,NA,NA,NA,0.6,0.7,0.004
mad1l1,MAD1L1,Proteins,0.8457,0.0086,0.0234,0.019,,0.0711,1e-04,0.0049,0.0193,0.0025,,,0,,,,2e-04,0.0018,0.0033,1e-62,NA,1e-233,9e-186,NA,0,0.01,2e-46,2e-190,2e-28,NA,NA,0.7,NA,NA,NA,0.1,0.4,4e-38
maea,MAEA,Proteins,0.9771,9e-04,4e-04,0.0138,,9e-04,0,0.0033,0.0014,1e-04,,,1e-04,,,,1e-04,0.0019,1e-04,0.007,NA,5e-05,4e-111,NA,2e-10,0.9,9e-25,3e-14,0.06,NA,NA,0.07,NA,NA,NA,0.7,0.8,0.1
mag,MAG,Proteins,0.9967,3e-04,0,3e-04,,0.0012,0,1e-04,3e-04,0,,,0,,,,1e-04,0.001,0,0.08,NA,0.9,0.9,NA,1e-12,0.2,0.9,0.0009,0.8,NA,NA,0.5,NA,NA,NA,0.4,1,0.6
magea3,MAGEA3,Proteins,0.9975,5e-04,0,3e-04,,0,0,2e-04,0,0,,,0,,,,1e-04,0.0013,1e-04,0.01,NA,0.3,0.9,NA,0.5,0.8,0.8,0.3,0.9,NA,NA,0.5,NA,NA,NA,0.5,1,0.1
maged1,MAGED1,Proteins,0.9842,0.0017,3e-04,0.0084,,0.0013,2e-04,9e-04,1e-04,0,,,0.0011,,,,1e-04,0.0016,0,1e-09,NA,0.002,3e-63,NA,9e-14,0.002,0.0001,0.06,0.6,NA,NA,4e-12,NA,NA,NA,0.6,1,0.8
mamdc2,MAMDC2,Proteins,0.9101,0.0022,0.0477,0.0095,,0.0163,3e-04,0.0011,4e-04,0.0019,,,0.0043,,,,0,0.0013,0.005,3e-10,NA,0,3e-82,NA,1e-167,8e-05,5e-07,0.005,9e-21,NA,NA,4e-46,NA,NA,NA,0.9,1,8e-53
mamdc4,MAMDC4,Proteins,0.9368,0.0091,0.0232,0.0021,,0.0231,3e-04,3e-04,0.002,0.0012,,,4e-04,,,,1e-04,0.0014,0,2e-67,NA,2e-214,4e-12,NA,7e-229,0.0006,0.2,7e-05,2e-13,NA,NA,6e-05,NA,NA,NA,0.6,0.9,0.9
man1a2,MAN1A2,Proteins,0.8804,0.0214,0.0665,0.0026,,0.0014,1e-04,5e-04,0.0251,3e-04,,,1e-04,,,,1e-04,0.0014,2e-04,2e-181,NA,0,8e-17,NA,2e-16,0.04,0.01,4e-128,0.0001,NA,NA,0.06,NA,NA,NA,0.5,0.9,0.0007
man2b2,MAN2B2,Proteins,0.9337,0.0033,0.0087,0.0011,,0.0216,1e-04,0.0011,0.0261,0.0019,,,9e-04,,,,0,0.0013,1e-04,2e-10,NA,1e-86,0.0003,NA,3e-216,0.04,5e-07,2e-257,6e-21,NA,NA,2e-10,NA,NA,NA,0.8,1,0.03
maneal,MANEAL,Proteins,0.9959,0.0015,4e-04,4e-04,,0,0,1e-04,1e-04,2e-04,,,3e-04,,,,1e-04,0.001,0,4e-06,NA,0.001,0.6,NA,0.8,1,0.9,0.2,0.004,NA,NA,0.0005,NA,NA,NA,0.4,1,0.4
manf,MANF,Proteins,0.962,0.0021,5e-04,0.0213,,0.0035,1e-04,0.0022,5e-04,1e-04,,,0.0046,,,,1e-04,0.003,0,3e-07,NA,0.08,1e-185,NA,2e-35,0.07,9e-16,0.05,0.02,NA,NA,2e-46,NA,NA,NA,0.3,0.0004,0.2
mansc1,MANSC1,Proteins,0.9742,0.0165,0.0021,0.0024,,5e-04,0,7e-04,2e-04,0,,,0.0012,,,,0,9e-04,0.0011,1e-128,NA,4e-21,1e-13,NA,2e-06,0.7,0.0005,0.006,0.4,NA,NA,4e-13,NA,NA,NA,1,1,1e-12
mansc4,MANSC4,Proteins,0.9507,0.0081,0.0323,0.0031,,6e-04,0,3e-04,0.0021,1e-04,,,3e-04,,,,2e-04,0.0013,9e-04,1e-56,NA,9e-303,2e-19,NA,2e-07,0.8,0.3,9e-21,0.02,NA,NA,0.0004,NA,NA,NA,0.1,1,7e-10
map1lc3a,MAP1LC3A,Proteins,0.9947,5e-04,0,0.001,,7e-04,0,3e-04,2e-04,3e-04,,,0,,,,5e-04,0.0019,1e-04,0.01,NA,0.4,0.005,NA,2e-07,0.9,0.3,0.009,0.001,NA,NA,0.9,NA,NA,NA,0.0009,0.6,0.1
map1lc3b2,MAP1LC3B2,Proteins,0.9952,6e-04,7e-04,6e-04,,3e-04,0,2e-04,8e-04,2e-04,,,1e-04,,,,1e-04,0.0013,0,0.002,NA,9e-07,0.2,NA,0.0003,0.8,0.6,3e-07,0.01,NA,NA,0.04,NA,NA,NA,0.5,1,0.6
map2,MAP2,Proteins,0.9549,0.0014,3e-04,0.0269,,0.0077,0,0.0032,0.0024,0,,,0.001,,,,1e-04,0.0021,1e-04,8e-06,NA,0.003,3e-240,NA,2e-76,0.9,1e-25,8e-25,0.5,NA,NA,2e-11,NA,NA,NA,0.6,0.2,0.02
map2k1,MAP2K1,Proteins,0.9367,0.0016,0.0046,0.035,,0.0096,0,0.0043,0.0022,3e-04,,,0.0035,,,,1e-04,0.0021,2e-04,0.0001,NA,1e-32,4e-322,NA,1e-96,0.5,6e-36,9e-09,0.0005,NA,NA,2e-36,NA,NA,NA,0.5,0.08,0.002
map2k6,MAP2K6,Proteins,0.9485,0.001,0.0011,0.0361,,0.0013,1e-04,0.0041,7e-04,1e-04,,,0.004,,,,2e-04,0.0027,2e-04,0.0003,NA,8e-07,0,NA,3e-14,0.03,5e-33,0.01,0.1,NA,NA,6e-41,NA,NA,NA,0.08,0.004,0.002
map3k5,MAP3K5,Proteins,0.9111,0.001,5e-04,0.0669,,7e-04,2e-04,0.0144,8e-04,0,,,5e-04,,,,2e-04,0.0035,0,0.0003,NA,0.04,0,NA,2e-08,0.001,1e-133,4e-05,0.2,NA,NA,1e-06,NA,NA,NA,0.05,1e-05,0.3
map4k5,MAP4K5,Proteins,0.9484,0.0017,0.0011,0.0351,,0.0036,1e-04,0.003,0.0011,0,,,0.0035,,,,1e-04,0.0022,1e-04,2e-07,NA,5e-06,2e-314,NA,1e-36,0.05,4e-23,3e-06,0.5,NA,NA,3e-35,NA,NA,NA,0.4,0.2,0.1
mapk13,MAPK13,Proteins,0.9864,7e-04,0.002,0.0037,,0.0028,0,8e-04,0,0.001,,,6e-04,,,,2e-04,0.0014,3e-04,0.004,NA,1e-19,2e-23,NA,1e-27,0.2,0.0003,0.3,5e-11,NA,NA,7e-07,NA,NA,NA,0.3,1,0.0004
mapk9,MAPK9,Proteins,0.947,0.0027,0.0099,0.0213,,0.0087,1e-04,0.0038,0.0046,3e-04,,,0,,,,0,0.0015,1e-04,9e-21,NA,7e-76,4e-188,NA,5e-87,0.1,2e-30,3e-24,0.0002,NA,NA,0.3,NA,NA,NA,0.8,0.9,0.01
mapkapk2,MAPKAPK2,Proteins,0.9523,0.0096,7e-04,0.0263,,8e-04,5e-04,0.0034,4e-04,0,,,0.003,,,,3e-04,0.0026,1e-04,5e-86,NA,3e-05,1e-231,NA,7e-09,1e-06,2e-26,0.04,0.2,NA,NA,5e-31,NA,NA,NA,0.03,0.003,0.1
mapre3,MAPRE3,Proteins,0.986,0.0034,1e-04,0.0019,,2e-04,6e-04,3e-04,0,0.006,,,0,,,,2e-04,0.0012,0,3e-17,NA,0.01,3e-09,NA,0.009,2e-07,0.4,0.3,6e-57,NA,NA,0.3,NA,NA,NA,0.2,1,0.2
mapt,MAPT,Proteins,0.9958,5e-04,4e-04,6e-04,,3e-04,1e-04,6e-04,1e-04,0,,,0,,,,1e-04,0.0013,1e-04,0.03,NA,0.0002,0.1,NA,0.0005,0.07,0.008,0.3,0.9,NA,NA,0.9,NA,NA,NA,0.4,1,0.08
marco,MARCO,Proteins,0.9062,0.0026,0.0359,0.0021,,0.0407,8e-04,3e-04,0.0078,6e-04,,,1e-04,,,,0,0.0013,0.0017,1e-11,NA,0,2e-12,NA,0,4e-10,0.3,5e-44,4e-08,NA,NA,0.07,NA,NA,NA,1,1,1e-18
mars1,MARS1,Proteins,0.9351,0.0018,8e-04,0.0405,,0.0061,1e-04,0.007,0.0017,1e-04,,,0.004,,,,1e-04,0.0026,0,3e-06,NA,0.6,0,NA,7e-61,0.02,1e-60,2e-10,0.01,NA,NA,2e-40,NA,NA,NA,0.4,0.005,0.4
masp1,MASP1,Proteins,0.9461,0.0026,0.0135,0.0022,,0.0246,4e-04,8e-04,0.0076,0,,,3e-04,,,,1e-04,0.0015,3e-04,4e-19,NA,1e-72,4e-12,NA,2e-238,6e-05,0.0001,6e-16,0.4,NA,NA,0.0007,NA,NA,NA,0.5,1,0.0008
matn2,MATN2,Proteins,0.9192,0.0044,0.0145,0.0019,,0.0102,9e-04,4e-04,0.0459,0,,,0,,,,1e-04,0.0011,0.0014,2e-22,NA,3e-117,1e-10,NA,2e-104,8e-11,0.08,0,0.9,NA,NA,0.4,NA,NA,NA,0.3,1,2e-15
matn3,MATN3,Proteins,0.914,0.0314,0.0057,0.002,,0.0174,0,5e-04,0.0207,0,,,0.0062,,,,1e-04,0.0012,8e-04,2e-280,NA,4e-14,4e-11,NA,7e-176,0.7,0.01,9e-164,0.5,NA,NA,7e-64,NA,NA,NA,0.8,1,3e-09
mavs,MAVS,Proteins,0.9216,0.0019,6e-04,0.0581,,0.0023,2e-04,0.0095,8e-04,1e-04,,,0.0018,,,,1e-04,0.0029,0,2e-07,NA,0.007,0,NA,3e-24,0.001,1e-84,4e-05,0.01,NA,NA,6e-20,NA,NA,NA,0.5,0.003,0.7
max,MAX,Proteins,0.9647,0.0016,0.0051,0.0167,,0.0036,0,0.0019,8e-04,3e-04,,,0.003,,,,0,0.0021,1e-04,7e-08,NA,3e-43,4e-139,NA,3e-35,0.4,4e-13,0.04,0.0005,NA,NA,5e-30,NA,NA,NA,0.9,0.4,0.03
mb,MB,Proteins,0.7085,0.0064,0.0429,0.0023,,0.032,0.0022,8e-04,0.2,3e-04,,,0.0017,,,,0,0.0011,0.0019,2e-18,NA,0,1e-19,NA,0,8e-31,4e-07,0,7e-05,NA,NA,3e-24,NA,NA,NA,0.9,0.9,2e-26
mbl2,MBL2,Proteins,0.9735,0.0049,7e-04,6e-04,,0.0045,0,3e-04,0.009,0.0042,,,4e-04,,,,2e-04,0.0015,1e-04,2e-30,NA,5e-06,0.1,NA,1e-44,0.6,0.2,4e-85,9e-42,NA,NA,2e-05,NA,NA,NA,0.2,0.9,0.03
mcam,MCAM,Proteins,0.878,0.0101,0.0821,0.0038,,0.0039,1e-04,7e-04,0.0052,0.0136,,,1e-04,,,,1e-04,0.0015,9e-04,2e-82,NA,0,4e-28,NA,5e-43,0.1,0.0003,2e-10,6e-145,NA,NA,0.08,NA,NA,NA,0.8,0.9,2e-11
mcee,MCEE,Proteins,0.9929,7e-04,2e-04,0.0024,,0,1e-04,7e-04,4e-04,0,,,9e-04,,,,1e-04,0.0015,0,0.01,NA,0.004,2e-13,NA,0.9,0.02,0.002,9e-05,0.5,NA,NA,6e-10,NA,NA,NA,0.3,0.9,1
mcemp1,MCEMP1,Proteins,0.9689,0.0089,2e-04,0.0075,,0.0051,1e-04,0.0015,2e-04,0.0022,,,0.0039,,,,0,0.0015,0,1e-66,NA,0.8,2e-56,NA,2e-49,0.1,2e-09,1,1e-22,NA,NA,7e-38,NA,NA,NA,0.9,0.9,0.6
mcfd2,MCFD2,Proteins,0.9649,0.0063,7e-04,0.0159,,0.0032,0.0015,0.0017,0.0026,5e-04,,,0.0011,,,,0,0.0017,1e-04,7e-46,NA,2e-05,1e-133,NA,4e-32,9e-16,4e-11,7e-24,2e-06,NA,NA,2e-12,NA,NA,NA,0.8,0.8,0.07
mcts1,MCTS1,Proteins,0.9769,0.0013,0.0042,0.0075,,6e-04,1e-04,0.0011,0.005,0.0013,,,6e-04,,,,3e-04,0.001,0,4e-05,NA,2e-38,7e-58,NA,2e-07,0.06,2e-06,6e-46,3e-14,NA,NA,5e-07,NA,NA,NA,0.03,1,0.2
mdga1,MDGA1,Proteins,0.9218,0.0125,0.0097,0.0012,,1e-04,3e-04,7e-04,0.0484,0.0042,,,0,,,,1e-04,0.001,0,6e-95,NA,3e-56,6e-05,NA,0.02,0.0003,0.001,0,3e-44,NA,NA,0.2,NA,NA,NA,0.7,1,0.2
mdh1,MDH1,Proteins,0.919,0.0034,0.0018,0.0453,,0.0111,5e-04,0.0054,0.0072,4e-04,,,0.0035,,,,2e-04,0.0022,0,3e-14,NA,0.01,0,NA,2e-113,1e-06,1e-47,1e-57,2e-05,NA,NA,8e-37,NA,NA,NA,0.06,0.05,0.8
mdk,MDK,Proteins,0.937,0.0139,0.0245,0.0064,,0.0042,3e-04,0.003,7e-04,0.0045,,,0.0025,,,,2e-04,0.0012,0.0016,4e-87,NA,1e-242,2e-50,NA,1e-43,0.0003,1e-23,5e-09,1e-46,NA,NA,3e-26,NA,NA,NA,0.2,1,8e-18
mdm1,MDM1,Proteins,0.9865,0.0015,3e-04,0.008,,0,0,9e-04,6e-04,0,,,0,,,,0,0.0019,1e-04,2e-08,NA,0.5,5e-60,NA,0.2,0.3,7e-05,0.001,0.6,NA,NA,0.7,NA,NA,NA,0.9,0.4,0.06
mecr,MECR,Proteins,0.9649,0.0041,5e-04,0.0115,,0.0086,0,0.0017,0.0014,5e-04,,,0.004,,,,0,0.0028,0,7e-15,NA,0.03,1e-92,NA,2e-82,0.2,6e-11,1e-11,7e-06,NA,NA,7e-40,NA,NA,NA,1,0.008,0.2
med18,MED18,Proteins,0.9547,0.003,0.001,0.0279,,0.0023,2e-04,0.0032,8e-04,1e-04,,,0.0043,,,,1e-04,0.0024,0,6e-12,NA,8e-05,3e-242,NA,1e-23,0.008,1e-24,0.02,0.06,NA,NA,5e-43,NA,NA,NA,0.5,0.2,0.2
med21,MED21,Proteins,0.9932,6e-04,1e-04,0.0026,,3e-04,0,5e-04,0,4e-04,,,6e-04,,,,2e-04,0.0012,2e-04,0.001,NA,0.06,3e-14,NA,0.0007,0.3,0.02,0.7,3e-05,NA,NA,4e-07,NA,NA,NA,0.3,1,0.002
megf10,MEGF10,Proteins,0.9293,0.0127,0.0209,0.004,,0.0087,0,4e-04,0.0174,0.0037,,,0.0019,,,,1e-04,9e-04,0,1e-73,NA,4e-37,4e-28,NA,3e-88,0.2,0.05,0.04,2e-38,NA,NA,9e-21,NA,NA,NA,0.7,1,0.4
megf11,MEGF11,Proteins,0.9863,5e-04,0,7e-04,,0,0,3e-04,0.0092,0.0011,,,3e-04,,,,0,0.0013,1e-04,0.04,NA,0.9,0.07,NA,0.4,0.2,0.3,3e-86,1e-11,NA,NA,0.0004,NA,NA,NA,0.9,1,0.1
megf9,MEGF9,Proteins,0.9316,0.0053,0.0081,0.0023,,0.0392,0.0016,0.0012,0.0069,0.0011,,,0.001,,,,0,0.0011,5e-04,1e-30,NA,3e-14,2e-13,NA,0,2e-17,1e-07,0.2,7e-13,NA,NA,8e-12,NA,NA,NA,0.8,1,6e-07
meltf,MELTF,Proteins,0.9525,0.0028,0.0086,9e-04,,4e-04,1e-04,2e-04,0.0297,0.002,,,0.0014,,,,1e-04,0.0012,1e-04,2e-10,NA,1e-60,0.002,NA,1e-05,0.1,0.5,1e-264,7e-22,NA,NA,3e-15,NA,NA,NA,0.8,1,0.1
ment,MENT,Proteins,0.8504,0.0022,0.0113,0.0012,,0.0423,1e-04,4e-04,0.0869,0.0038,,,1e-04,,,,1e-04,0.0012,0,3e-09,NA,6e-120,8e-06,NA,0,0.01,0.03,0,1e-42,NA,NA,0.09,NA,NA,NA,0.3,1,0.4
mep1a,MEP1A,Proteins,0.8981,0.0039,0.0166,0.001,,0.0178,0.0028,4e-04,0.0395,0.0072,,,0.011,,,,1e-04,0.0017,0,1e-20,NA,1e-171,0.0009,NA,6e-185,2e-30,0.09,0,2e-76,NA,NA,3e-115,NA,NA,NA,0.8,0.5,0.4
mep1b,MEP1B,Proteins,0.9455,0.009,0.0092,8e-04,,0.0276,3e-04,2e-04,0.003,0.0024,,,0,,,,0,0.0015,5e-04,3e-40,NA,2e-69,0.01,NA,3e-268,0.0003,0.8,4e-08,7e-25,NA,NA,0.4,NA,NA,NA,0.8,0.9,6e-06
mepe,MEPE,Proteins,0.863,0.0204,0.0089,0.0048,,0.0025,0,0.0013,0.0954,0.0016,,,2e-04,,,,3e-04,0.0014,4e-04,3e-194,NA,1e-95,2e-38,NA,3e-28,0.8,1e-09,0,6e-19,NA,NA,0.006,NA,NA,NA,0.02,0.9,5e-06
mertk,MERTK,Proteins,0.8933,0.0073,0.0568,0.0023,,0.0104,2e-04,6e-04,0.0239,2e-04,,,0,,,,1e-04,0.0012,0.0036,6e-58,NA,0,2e-14,NA,1e-110,0.002,0.001,3e-248,0.0008,NA,NA,0.4,NA,NA,NA,0.4,1,7e-40
mesd,MESD,Proteins,0.959,0.0022,6e-04,0.0241,,0.0041,1e-04,0.0023,5e-04,2e-04,,,0.0046,,,,1e-04,0.0023,0,2e-07,NA,0.005,2e-211,NA,4e-41,0.05,4e-17,0.1,0.007,NA,NA,8e-46,NA,NA,NA,0.7,0.1,0.3
met,MET,Proteins,0.886,0.0079,0.0071,0.0018,,0.0521,3e-04,4e-04,0.0393,0.0034,,,0,,,,0,0.0013,3e-04,2e-49,NA,1e-06,3e-10,NA,0,0.0004,0.06,0,4e-37,NA,NA,0.6,NA,NA,NA,0.9,1,5e-05
metap1,METAP1,Proteins,0.9957,8e-04,4e-04,0.0013,,1e-04,1e-04,2e-04,1e-04,1e-04,,,0,,,,1e-04,0.0011,0,0.0008,NA,2e-05,7e-05,NA,0.1,0.03,0.8,0.04,0.01,NA,NA,0.5,NA,NA,NA,0.8,1,0.7
